WP_012620729.1	iEK1008.Rv1631	29.3	198	110	5	21	190	201	396	1.0e-11	68.6
WP_012634462.1	iSynCJ816.SGL_RS17655	55.6	36	16	0	11	46	8	43	6.0e-05	45.4
WP_012634462.1	iHN637.CLJU_RS02400	43.8	48	25	1	11	56	9	56	1.8e-04	43.9
WP_012634462.1	iAF692.Mbar_A0171	37.5	48	28	1	11	56	9	56	6.7e-04	42.0
WP_012634462.1	iHN637.CLJU_RS11570	47.2	36	19	0	11	46	9	44	8.7e-04	41.6
WP_012634466.1	iHN637.CLJU_RS01425	45.4	174	87	3	6	178	3	169	8.7e-35	144.1
WP_012634467.1	iYS854.USA300HOU_RS03000	30.3	211	139	5	4	208	3	211	8.7e-18	87.8
WP_012634471.1	iHN637.CLJU_RS04605	57.0	1180	488	11	3	1178	2	1166	0.0e+00	1322.4
WP_012634471.1	iCN900.CD630_26820	54.3	1191	521	12	1	1180	1	1179	0.0e+00	1274.6
WP_012634471.1	iHN637.CLJU_RS14475	54.7	1180	522	10	1	1178	1	1169	0.0e+00	1268.4
WP_012634473.1	iHN637.CLJU_RS18540	64.6	556	195	2	2	556	4	558	5.3e-216	747.7
WP_012634473.1	iCN900.CD630_07180	62.9	556	204	2	2	556	4	558	4.7e-212	734.6
WP_012634473.1	iNF517.LLMG_RS08030	61.3	556	214	1	1	556	1	555	9.7e-202	700.3
WP_012634477.1	iHN637.CLJU_RS01030	50.5	275	136	0	4	278	3	277	3.6e-75	278.9
WP_012634479.1	iAT_PLT_636.4905	34.8	224	128	7	293	499	255	477	1.1e-21	102.1
WP_012634479.1	iMM1415.18195	34.8	224	128	7	293	499	255	477	1.1e-21	102.1
WP_012634481.1	iJN1463.PP_4846	36.6	164	104	0	1	164	1	164	1.4e-28	123.2
WP_012634481.1	iML1515.b1448	38.1	160	99	0	5	164	3	162	4.2e-28	121.7
WP_012634485.1	iCN900.CD630_34660	44.4	124	66	3	5	128	6	126	5.9e-20	94.4
WP_012634485.1	iAF987.Gmet_1884	42.0	119	68	1	6	124	6	123	7.7e-20	94.0
WP_012634485.1	iSDY_1059.SDY_2804	41.7	120	69	1	5	124	6	124	4.2e-18	88.2
WP_012634485.1	iPC815.YPO2929	38.3	120	73	1	5	124	6	124	7.2e-18	87.4
WP_012634485.1	STM_v1_0.STM2577	40.8	120	70	1	5	124	6	124	1.6e-17	86.3
WP_012634488.1	iML1515.b2175	34.2	111	69	2	198	307	77	184	3.8e-14	76.3
WP_012634489.1	iHN637.CLJU_RS01055	43.8	370	206	2	1	368	1	370	1.5e-81	300.4
WP_012634490.1	iHN637.CLJU_RS19935	46.6	116	56	3	119	231	60	172	3.5e-20	95.9
WP_012634493.1	iYO844.BSU15720	46.7	150	77	2	1	148	1	149	3.8e-31	131.7
WP_012634495.1	iCN900.CD630_16150	25.7	269	178	6	13	271	417	673	4.5e-16	82.8
WP_012634498.1	iYS854.USA300HOU_RS10275	39.3	163	99	0	1	163	1	163	5.2e-29	124.8
WP_012634499.1	iYO844.BSU12960	36.0	539	327	8	5	535	18	546	4.2e-93	339.3
WP_012634499.1	iYL1228.KPN_02197	37.1	491	277	11	38	515	47	518	5.9e-87	318.9
WP_012634499.1	iSF_1195.SF1244	36.2	492	279	10	38	515	47	517	2.1e-84	310.5
WP_012634499.1	iML1515.b1243	36.2	492	279	10	38	515	47	517	6.1e-84	308.9
WP_012634499.1	iSSON_1240.SSON_1804	36.9	498	287	9	36	524	48	527	6.1e-84	308.9
WP_012634499.1	iSF_1195.SF1841	36.7	498	288	9	36	524	48	527	1.4e-83	307.8
WP_012634499.1	iML1515.b1329	36.7	498	288	9	36	524	41	520	1.8e-83	307.4
WP_012634499.1	iSbBS512_1146.SbBS512_E1569	36.7	498	288	9	36	524	41	520	1.8e-83	307.4
WP_012634499.1	iSbBS512_1146.SbBS512_E1412	36.0	492	280	10	38	515	47	517	1.8e-83	307.4
