WP_012620729.1	iEK1008.Rv1631	30.5	190	102	6	29	190	209	396	7.05e-11	63.2
WP_012634462.1	iSynCJ816.SGL_RS17655	53.8	39	18	0	11	49	8	46	7.78e-06	45.8
WP_012634462.1	iHN637.CLJU_RS02400	43.8	48	25	1	11	56	9	56	3.22e-05	43.9
WP_012634462.1	iAF692.Mbar_A0171	37.5	48	28	1	11	56	9	56	1.39e-04	42.0
WP_012634462.1	iHN637.CLJU_RS11570	47.2	36	19	0	11	46	9	44	1.88e-04	41.6
WP_012634466.1	iHN637.CLJU_RS01425	45.4	174	87	3	6	178	3	169	1.59e-44	144
WP_012634467.1	iYS854.USA300HOU_RS03000	30.3	211	139	5	4	208	3	211	2.58e-20	84.7
WP_012634467.1	iSbBS512_1146.SbBS512_E3762	25.9	239	142	5	1	208	1	235	5.04e-17	76.6
WP_012634471.1	iHN637.CLJU_RS04605	57.2	1173	483	11	3	1171	2	1159	0.0	1305
WP_012634471.1	iCN900.CD630_26820	54.3	1191	521	12	1	1180	1	1179	0.0	1258
WP_012634471.1	iHN637.CLJU_RS14475	54.6	1180	523	10	1	1178	1	1169	0.0	1251
WP_012634473.1	iHN637.CLJU_RS18540	64.6	556	195	2	2	556	4	558	2.57e-265	735
WP_012634473.1	iCN900.CD630_07180	62.9	556	204	2	2	556	4	558	3.78e-260	722
WP_012634473.1	iNF517.LLMG_RS08030	61.3	556	214	1	1	556	1	555	1.12e-246	687
WP_012634477.1	iHN637.CLJU_RS01030	50.5	275	136	0	4	278	3	277	1.02e-92	275
WP_012634479.1	iAT_PLT_636.4905	34.4	224	129	6	293	499	255	477	3.04e-22	100
WP_012634479.1	iMM1415.18195	34.4	224	129	6	293	499	255	477	3.04e-22	100
WP_012634481.1	iJN1463.PP_4846	37.2	164	103	0	1	164	1	164	1.58e-35	121
WP_012634481.1	iML1515.b1448	38.0	158	98	0	5	162	3	160	3.68e-34	117
WP_012634485.1	iCN900.CD630_34660	43.5	124	67	3	5	128	6	126	4.70e-25	92.0
WP_012634485.1	iAF987.Gmet_1884	41.9	124	69	2	3	124	1	123	4.70e-25	92.0
WP_012634485.1	iSDY_1059.SDY_2804	41.7	120	69	1	5	124	6	124	1.21e-22	85.9
WP_012634485.1	iPC815.YPO2929	38.3	120	73	1	5	124	6	124	2.43e-22	85.1
WP_012634485.1	STM_v1_0.STM2577	40.8	120	70	1	5	124	6	124	6.87e-22	84.0
WP_012634488.1	iML1515.b2175	34.2	111	69	2	198	307	77	184	2.34e-16	75.5
WP_012634489.1	iHN637.CLJU_RS01055	43.8	370	206	2	1	368	1	370	1.00e-97	296
WP_012634490.1	iHN637.CLJU_RS19935	46.6	116	56	3	119	231	60	172	1.31e-24	95.5
WP_012634493.1	iYO844.BSU15720	46.7	150	77	2	1	148	1	149	5.61e-38	126
WP_012634495.1	iCN900.CD630_16150	26.7	273	170	7	13	271	417	673	3.00e-17	82.4
WP_012634498.1	iYS854.USA300HOU_RS10275	39.3	163	99	0	1	163	1	163	1.74e-35	121
WP_012634499.1	iYO844.BSU12960	37.1	498	302	6	39	535	59	546	7.99e-111	340
WP_012634499.1	iYL1228.KPN_02197	36.9	509	281	12	39	526	48	537	6.06e-102	317
WP_012634499.1	iSSON_1240.SSON_1804	37.8	498	283	9	36	524	48	527	2.62e-100	313
WP_012634499.1	iSF_1195.SF1841	37.6	498	284	9	36	524	48	527	7.32e-100	311
WP_012634499.1	iML1515.b1329	37.6	498	284	9	36	524	41	520	8.48e-100	311
WP_012634499.1	iSbBS512_1146.SbBS512_E1569	37.6	498	284	9	36	524	41	520	8.48e-100	311
WP_012634499.1	iSF_1195.SF1244	36.4	492	278	10	38	515	47	517	1.10e-98	308
WP_012634499.1	iSDY_1059.SDY_1409	37.3	498	285	9	36	524	48	527	2.24e-98	308
WP_012634499.1	iML1515.b1243	36.4	492	278	10	38	515	47	517	4.32e-98	307
WP_012634499.1	iYL1228.KPN_01310	37.1	499	287	9	36	525	42	522	7.46e-98	306
WP_012634500.1	iLJ478.TM0057	55.8	330	134	6	12	332	3	329	8.93e-123	355
WP_012634500.1	iLJ478.TM1063	54.1	333	139	6	12	332	3	333	3.49e-118	344
WP_012634500.1	iLJ478.TM1750	53.0	317	142	4	11	327	12	321	7.94e-114	332
WP_012634501.1	iYO844.BSU12950	52.9	327	152	2	4	329	3	328	1.16e-113	332
WP_012634501.1	iLJ478.TM1749	51.1	319	153	2	4	321	3	319	1.05e-106	314
WP_012634501.1	iYS854.USA300HOU_RS04900	51.7	327	155	3	1	325	1	326	1.95e-105	312
WP_012634501.1	iLJ478.TM1064	50.5	321	153	4	5	320	4	323	5.12e-104	308
WP_012634501.1	STM_v1_0.STM1743	48.6	317	160	3	3	319	15	328	4.57e-103	305
WP_012634501.1	iSSON_1240.SSON_3849	50.8	315	152	2	5	318	3	315	8.08e-102	302
WP_012634501.1	iPC815.YPO4000	52.8	303	140	2	5	306	3	303	7.82e-102	302
WP_012634501.1	iML1515.b3541	50.8	315	152	2	5	318	3	315	1.15e-101	301
WP_012634501.1	iSF_1195.SF3576	50.8	315	152	2	5	318	3	315	1.15e-101	301
WP_012634501.1	iYL1228.KPN_03896	50.8	315	152	2	5	318	3	315	2.30e-101	301
WP_012634501.1	STM_v1_0.STM3627	50.8	315	152	2	5	318	3	315	2.30e-101	301
WP_012634501.1	iSDY_1059.SDY_1304	48.7	316	157	4	5	319	19	330	4.50e-101	300
WP_012634501.1	iSF_1195.SF1247	48.7	316	157	4	5	319	19	330	4.50e-101	300
WP_012634501.1	iSSON_1240.SSON_1934	48.7	316	157	4	5	319	19	330	4.50e-101	300
WP_012634501.1	iSbBS512_1146.SbBS512_E1415	48.7	316	157	4	5	319	19	330	6.38e-101	300
WP_012634502.1	iYO844.BSU12940	45.3	318	153	2	15	331	23	320	6.91e-87	263
WP_012634502.1	iYS854.USA300HOU_RS04895	41.3	334	147	2	27	331	43	356	1.25e-76	238
WP_012634503.1	iYO844.BSU12930	46.9	303	160	1	1	303	1	302	1.52e-84	256
WP_012634503.1	iYS854.USA300HOU_RS04890	46.2	303	161	2	1	303	1	301	3.48e-83	253
WP_012634503.1	iYL1228.KPN_02196	42.8	304	173	1	1	303	1	304	2.82e-76	235
WP_012634503.1	STM_v1_0.STM1745	42.8	304	173	1	1	303	1	304	7.99e-76	234
WP_012634503.1	iSbBS512_1146.SbBS512_E1413	42.8	304	173	1	1	303	1	304	6.40e-75	231
WP_012634503.1	iML1515.b1244	42.4	304	174	1	1	303	1	304	9.05e-75	231
WP_012634503.1	iSF_1195.SF1245	42.4	304	174	1	1	303	1	304	9.05e-75	231
WP_012634505.1	iEK1008.Rv2252	30.5	302	191	9	2	292	13	306	2.81e-27	107
WP_012634505.1	iYS854.USA300HOU_RS10305	28.1	299	211	2	6	302	8	304	2.18e-25	102
WP_012634508.1	iSynCJ816.SGL_RS12820	52.1	751	338	7	4	736	5	751	3.04e-292	819
